"",".","confidence","matchType","synonym","usageKey","scientificName","rank","status","kingdom","phylum","order","family","genus","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","class","acceptedUsageKey","species","speciesKey"
"1720","Yucca",94,"HIGHERRANK",FALSE,2775496,"Yucca L.","GENUS","ACCEPTED","Plantae","Tracheophyta","Asparagales","Asparagaceae","Yucca",6,7707728,196,1169,7683,2775496,"Liliopsida",NA,NA,NA
"1721",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1724",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726","Tagetes coronopifolia",94,"FUZZY",FALSE,3088521,"Tagetes coronopifolia Willd.","SPECIES","ACCEPTED","Plantae","Tracheophyta","Asterales","Asteraceae","Tagetes",6,7707728,220,414,3065,3088468,"Magnoliopsida",NA,"Tagetes coronopifolia",3088521
"1727",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1728","Sida rhombifolia",94,"FUZZY",FALSE,5406735,"Sida rhombifolia L.","SPECIES","ACCEPTED","Plantae","Tracheophyta","Malvales","Malvaceae","Sida",6,7707728,220,941,6685,3152100,"Magnoliopsida",NA,"Sida rhombifolia",5406735
"1729","Abutilon ellipticum",83,"FUZZY",TRUE,3939187,"Abutilon ellipticum Schltdl.","SPECIES","SYNONYM","Plantae","Tracheophyta","Malvales","Malvaceae","Pseudabutilon",6,7707728,220,941,6685,3152646,"Magnoliopsida",3934972,"Pseudabutilon ellipticum",3934972
"1730",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1731",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1733",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735","Dolichothele longimamma",83,"FUZZY",TRUE,7281617,"Dolichothele longimamma (DC.) Britton & Rose","SPECIES","SYNONYM","Plantae","Tracheophyta","Caryophyllales","Cactaceae","Mammillaria",6,7707728,220,422,2519,3084158,"Magnoliopsida",7284614,"Mammillaria longimamma",7284614
"1736",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1737","Opuntia",94,"HIGHERRANK",FALSE,3084187,"Opuntia Mill.","GENUS","ACCEPTED","Plantae","Tracheophyta","Caryophyllales","Cactaceae","Opuntia",6,7707728,220,422,2519,3084187,"Magnoliopsida",NA,NA,NA
"1738",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739","Vitis",94,"HIGHERRANK",FALSE,7467468,"Vitis L.","GENUS","ACCEPTED","Plantae","Tracheophyta","Vitales","Vitaceae","Vitis",6,7707728,220,7222050,6672,7467468,"Magnoliopsida",NA,NA,NA
"1740",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1741","Sciurus oculatus",94,"FUZZY",FALSE,5219664,"Sciurus oculatus Peters, 1863","SPECIES","ACCEPTED","Animalia","Chordata","Rodentia","Sciuridae","Sciurus",1,44,359,1459,9456,2437489,"Mammalia",NA,"Sciurus oculatus",5219664
"1742",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1743","Iresine",94,"HIGHERRANK",FALSE,10679135,"Iresine R.Br.","GENUS","ACCEPTED","Plantae","Tracheophyta","Caryophyllales","Amaranthaceae","Iresine",6,7707728,220,422,3064,10679135,"Magnoliopsida",NA,NA,NA
"1744","Ipomea",92,"HIGHERRANK",FALSE,3679012,"Ipomea All.","GENUS","DOUBTFUL","Plantae","Tracheophyta","Solanales","Convolvulaceae","Ipomea",6,7707728,220,1176,2389,3679012,"Magnoliopsida",NA,NA,NA
"1745","Sophora",95,"EXACT",FALSE,2958901,"Sophora L.","GENUS","ACCEPTED","Plantae","Tracheophyta","Fabales","Fabaceae","Sophora",6,7707728,220,1370,5386,2958901,"Magnoliopsida",NA,NA,NA
"1746","Onychomys",94,"HIGHERRANK",FALSE,2438514,"Onychomys Baird, 1857","GENUS","ACCEPTED","Animalia","Chordata","Rodentia","Cricetidae","Onychomys",1,44,359,1459,3240723,2438514,"Mammalia",NA,NA,NA
"1747",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1749","Solanum",94,"HIGHERRANK",FALSE,2928997,"Solanum L.","GENUS","ACCEPTED","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum",6,7707728,220,1176,7717,2928997,"Magnoliopsida",NA,NA,NA
"1750","Sesamum indicum",84,"FUZZY",FALSE,3172622,"Sesamum indicum L.","SPECIES","ACCEPTED","Plantae","Tracheophyta","Lamiales","Pedaliaceae","Sesamum",6,7707728,220,408,6650,3172619,"Magnoliopsida",NA,"Sesamum indicum",3172622
"1751",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1753",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1755","Stenocereus",94,"HIGHERRANK",FALSE,3084379,"Stenocereus (A.Berger) Riccob.","GENUS","ACCEPTED","Plantae","Tracheophyta","Caryophyllales","Cactaceae","Stenocereus",6,7707728,220,422,2519,3084379,"Magnoliopsida",NA,NA,NA
"1756","Phoradendron diguetianum",84,"FUZZY",FALSE,4069562,"Phoradendron diguetianum Tiegh.","SPECIES","ACCEPTED","Plantae","Tracheophyta","Santalales","Viscaceae","Phoradendron",6,7707728,220,934,2399,2889864,"Magnoliopsida",NA,"Phoradendron diguetianum",4069562
"1757",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1758","Cordia brevispicata",92,"FUZZY",TRUE,7294469,"Cordia brevispicata M.Martens & Galeotti","SPECIES","SYNONYM","Plantae","Tracheophyta","Boraginales","Cordiaceae","Varronia",6,7707728,220,7226464,4930453,7131431,"Magnoliopsida",4060951,"Varronia curassavica",4060951
"1759",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1760",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1762",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764","Ammospermophilus leucurus",98,"EXACT",FALSE,2437570,"Ammospermophilus leucurus (Merriam, 1889)","SPECIES","ACCEPTED","Animalia","Chordata","Rodentia","Sciuridae","Ammospermophilus",1,44,359,1459,9456,2437567,"Mammalia",NA,"Ammospermophilus leucurus",2437570
"1765",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1768",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1770","Chilomeniscus punctatissimus",92,"FUZZY",TRUE,2457004,"Chilomeniscus punctatissimus Van Denburgh & Slevin, 1921","SPECIES","SYNONYM","Animalia","Chordata","Squamata","Colubridae","Sonora",1,44,358,715,6172,2453081,"Reptilia",11143523,"Sonora straminea",11143523
"1771","Urosaurus nigricauda",81,"FUZZY",FALSE,2451532,"Urosaurus nigricauda (Cope, 1864)","SPECIES","ACCEPTED","Animalia","Chordata","Squamata","Phrynosomatidae","Urosaurus",1,44,358,715,5016,2451481,"Reptilia",NA,"Urosaurus nigricauda",2451532
"1772","Reithrodon megalotis",92,"FUZZY",TRUE,9418481,"Reithrodon megalotis (Baird, 1858)","SPECIES","SYNONYM","Animalia","Chordata","Rodentia","Cricetidae","Reithrodontomys",1,44,359,1459,3240723,2437854,"Mammalia",2437874,"Reithrodontomys megalotis",2437874
"1773",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1774",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1775",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1776","Cnemidophorus",92,"HIGHERRANK",FALSE,2471935,"Cnemidophorus Wagler, 1830","GENUS","ACCEPTED","Animalia","Chordata","Squamata","Teiidae","Cnemidophorus",1,44,358,715,5019,2471935,"Reptilia",NA,NA,NA
"1777","Chilomeniscus cinctus",83,"FUZZY",TRUE,2457001,"Chilomeniscus cinctus Cope, 1861","SPECIES","SYNONYM","Animalia","Chordata","Squamata","Colubridae","Sonora",1,44,358,715,6172,2453081,"Reptilia",11146344,"Sonora cincta",11146344
"1778",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1779","Dendroica",94,"HIGHERRANK",TRUE,2489880,"Dendroica G.R.Gray, 1842","GENUS","SYNONYM","Animalia","Chordata","Passeriformes","Parulidae","Setophaga",1,44,212,729,5263,2489984,"Aves",2489984,NA,NA
"1780",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1781",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1782",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1783",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1784",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1785",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1786",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1787",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1788","Actitis macularius",92,"FUZZY",FALSE,2481798,"Actitis macularius (Linnaeus, 1766)","SPECIES","ACCEPTED","Animalia","Chordata","Charadriiformes","Scolopacidae","Actitis",1,44,212,7192402,5282,2481797,"Aves",NA,"Actitis macularius",2481798
"1789","Commelinaceae",84,"FUZZY",FALSE,2763195,"Commelinaceae","FAMILY","ACCEPTED","Plantae","Tracheophyta","Commelinales","Commelinaceae",NA,6,7707728,196,553,2763195,NA,"Liliopsida",NA,NA,NA
"1790",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791","Diadophis",94,"EXACT",FALSE,2459508,"Diadophis Baird & Girard, 1853","GENUS","ACCEPTED","Animalia","Chordata","Squamata","Colubridae","Diadophis",1,44,358,715,6172,2459508,"Reptilia",NA,NA,NA
"1792","Cnemidophorus",92,"HIGHERRANK",FALSE,2471935,"Cnemidophorus Wagler, 1830","GENUS","ACCEPTED","Animalia","Chordata","Squamata","Teiidae","Cnemidophorus",1,44,358,715,5019,2471935,"Reptilia",NA,NA,NA
"1793","Cnemidophorus tigris",83,"FUZZY",TRUE,8926358,"Cnemidophorus tigris Baird & Girard, 1852","SPECIES","SYNONYM","Animalia","Chordata","Squamata","Teiidae","Aspidoscelis",1,44,358,715,5019,2472006,"Reptilia",8913064,"Aspidoscelis tigris",8913064
"1794","Sapindus",94,"HIGHERRANK",FALSE,3189983,"Sapindus L.","GENUS","ACCEPTED","Plantae","Tracheophyta","Sapindales","Sapindaceae","Sapindus",6,7707728,220,933,6657,3189983,"Magnoliopsida",NA,NA,NA
"1795",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1796","Elgaria",94,"HIGHERRANK",FALSE,2468246,"Elgaria Gray, 1838","GENUS","ACCEPTED","Animalia","Chordata","Squamata","Anguidae","Elgaria",1,44,358,715,9198,2468246,"Reptilia",NA,NA,NA
"1797","Colubridae",94,"HIGHERRANK",FALSE,6172,"Colubridae","FAMILY","ACCEPTED","Animalia","Chordata","Squamata","Colubridae",NA,1,44,358,715,6172,NA,"Reptilia",NA,NA,NA
"1798",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1799","Sorex",94,"HIGHERRANK",FALSE,2435935,"Sorex Linnaeus, 1758","GENUS","ACCEPTED","Animalia","Chordata","Soricomorpha","Soricidae","Sorex",1,44,359,803,5534,2435935,"Mammalia",NA,NA,NA
"1800",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1802",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1803",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1804",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805","Phyllophaga",94,"HIGHERRANK",FALSE,1061346,"Phyllophaga Harris, 1826","GENUS","ACCEPTED","Animalia","Arthropoda","Coleoptera","Melolonthidae","Phyllophaga",1,54,216,1470,5593,1061346,"Insecta",NA,NA,NA
"1806",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1807",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1808",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1810","Rosa",94,"HIGHERRANK",FALSE,8395064,"Rosa L.","GENUS","ACCEPTED","Plantae","Tracheophyta","Rosales","Rosaceae","Rosa",6,7707728,220,691,5015,8395064,"Magnoliopsida",NA,NA,NA
"1811",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814","Citellus",94,"HIGHERRANK",TRUE,4827940,"Citellus Oken, 1816","GENUS","SYNONYM","Animalia","Chordata","Rodentia","Sciuridae","Spermophilus",1,44,359,1459,9456,2437289,"Mammalia",2437289,NA,NA
"1815","Perognathus intermedius",98,"EXACT",TRUE,2439590,"Perognathus intermedius Merriam, 1889","SPECIES","SYNONYM","Animalia","Chordata","Rodentia","Heteromyidae","Chaetodipus",1,44,359,1459,5504,2439576,"Mammalia",2439589,"Chaetodipus intermedius",2439589
"1816","Bursera hindsiana",94,"FUZZY",FALSE,7605943,"Bursera hindsiana (Benth.) Engl.","SPECIES","ACCEPTED","Plantae","Tracheophyta","Sapindales","Burseraceae","Bursera",6,7707728,220,933,6659,3190446,"Magnoliopsida",NA,"Bursera hindsiana",7605943
"1817","Charina",92,"HIGHERRANK",FALSE,2465150,"Charina","GENUS","ACCEPTED","Animalia","Chordata","Squamata","Boidae","Charina",1,44,358,715,2464897,2465150,"Reptilia",NA,NA,NA
"1818",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1819","Pseudoscorpiones",94,"EXACT",FALSE,1161,"Pseudoscorpiones","ORDER","ACCEPTED","Animalia","Arthropoda","Pseudoscorpiones",NA,NA,1,54,367,1161,NA,NA,"Arachnida",NA,NA,NA
"1820",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1821",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1822",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823","Prunus",94,"HIGHERRANK",FALSE,3020559,"Prunus L.","GENUS","ACCEPTED","Plantae","Tracheophyta","Rosales","Rosaceae","Prunus",6,7707728,220,691,5015,3020559,"Magnoliopsida",NA,NA,NA
"1824",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1826",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1827","Opuntia",94,"HIGHERRANK",FALSE,3084187,"Opuntia Mill.","GENUS","ACCEPTED","Plantae","Tracheophyta","Caryophyllales","Cactaceae","Opuntia",6,7707728,220,422,2519,3084187,"Magnoliopsida",NA,NA,NA
"1828",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829","Perognathus",94,"HIGHERRANK",FALSE,2439552,"Perognathus Wied-Neuwied, 1839","GENUS","ACCEPTED","Animalia","Chordata","Rodentia","Heteromyidae","Perognathus",1,44,359,1459,5504,2439552,"Mammalia",NA,NA,NA
"1830","Chaetodipus",94,"HIGHERRANK",FALSE,2439576,"Chaetodipus Merriam, 1889","GENUS","ACCEPTED","Animalia","Chordata","Rodentia","Heteromyidae","Chaetodipus",1,44,359,1459,5504,2439576,"Mammalia",NA,NA,NA
"1831",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1832",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1833",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1836",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1837",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1838",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1839",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1840",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1841","Pyrus",94,"EXACT",FALSE,2986532,"Pyrus L.","GENUS","ACCEPTED","Plantae","Tracheophyta","Rosales","Rosaceae","Pyrus",6,7707728,220,691,5015,2986532,"Magnoliopsida",NA,NA,NA
"1842","Lysiloma candidum",96,"FUZZY",FALSE,2965855,"Lysiloma candidum Brandegee","SPECIES","ACCEPTED","Plantae","Tracheophyta","Fabales","Fabaceae","Lysiloma",6,7707728,220,1370,5386,2965788,"Magnoliopsida",NA,"Lysiloma candidum",2965855
"1843",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1844","Quercus",94,"HIGHERRANK",FALSE,2877951,"Quercus L.","GENUS","ACCEPTED","Plantae","Tracheophyta","Fagales","Fagaceae","Quercus",6,7707728,220,1354,4689,2877951,"Magnoliopsida",NA,NA,NA
"1845",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1846",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1847",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1848",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1850","Corynorhinus townsendii",84,"FUZZY",FALSE,2432479,"Corynorhinus townsendii (Cooper, 1837)","SPECIES","ACCEPTED","Animalia","Chordata","Chiroptera","Vespertilionidae","Corynorhinus",1,44,359,734,9368,2432583,"Mammalia",NA,"Corynorhinus townsendii",2432479
"1851",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1852","Ipomoea",94,"HIGHERRANK",FALSE,2928509,"Ipomoea L.","GENUS","ACCEPTED","Plantae","Tracheophyta","Solanales","Convolvulaceae","Ipomoea",6,7707728,220,1176,2389,2928509,"Magnoliopsida",NA,NA,NA
"1853",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1854",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1855",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1856",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1858","Plethodontidae",94,"HIGHERRANK",FALSE,6748,"Plethodontidae","FAMILY","ACCEPTED","Animalia","Chordata","Caudata","Plethodontidae",NA,1,44,131,953,6748,NA,"Amphibia",NA,NA,NA
"1859",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1860","Cnemidophorus tigris",83,"FUZZY",TRUE,8926358,"Cnemidophorus tigris Baird & Girard, 1852","SPECIES","SYNONYM","Animalia","Chordata","Squamata","Teiidae","Aspidoscelis",1,44,358,715,5019,2472006,"Reptilia",8913064,"Aspidoscelis tigris",8913064
"1861","Agave lecheguilla",95,"FUZZY",FALSE,3723563,"Agave lecheguilla Torr.","SPECIES","ACCEPTED","Plantae","Tracheophyta","Asparagales","Asparagaceae","Agave",6,7707728,196,1169,7683,2766430,"Liliopsida",NA,"Agave lecheguilla",3723563
"1862",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1863",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1864",NA,100,"NONE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
